Year,State,Offense,SubCat,TrueCount,Unfounded,Cleared,JuvCleared
2015,Texas,Human Trafficking,Involuntary Servitude,5,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,4,0,1,0
2015,Texas,Human Trafficking,Involuntary Servitude,13,0,13,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,3,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,2,0,1,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Texas,Human Trafficking,Involuntary Servitude,11,1,1,0
2015,Washington,Human Trafficking,Commercial Sex Acts,5,0,0,0
2015,Hawaii,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Wyoming,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Texas,Human Trafficking,Involuntary Servitude,10,1,2,0
2015,Texas,Human Trafficking,Involuntary Servitude,2,0,0,0
2015,Illinois,Human Trafficking,Commercial Sex Acts,2,0,0,0
2015,Maryland,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Maryland,Human Trafficking,Commercial Sex Acts,4,0,4,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,4,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Nevada,Human Trafficking,Commercial Sex Acts,15,1,4,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,6,0,6,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Missouri,Human Trafficking,Commercial Sex Acts,4,0,0,0
2015,Nevada,Human Trafficking,Commercial Sex Acts,16,0,4,0
2015,Texas,Human Trafficking,Commercial Sex Acts,3,0,1,0
2019,Colorado,Human Trafficking,Commercial Sex Acts,2,0,2,0
2019,Colorado,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,5,0,0,0
2017,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Tennessee,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Tennessee,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Tennessee,Human Trafficking,Commercial Sex Acts,3,0,2,0
2020,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Tennessee,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Tennessee,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Tennessee,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Texas,Human Trafficking,Involuntary Servitude,2,0,2,2
2020,Texas,Human Trafficking,Involuntary Servitude,2,0,1,0
2020,Texas,Human Trafficking,Involuntary Servitude,3,0,4,1
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,1,1
2020,Texas,Human Trafficking,Involuntary Servitude,4,0,4,1
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,1,1
2018,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Georgia,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,9,0,8,0
2019,Nebraska,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,4,0,3,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,5,0,4,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,3,0,3,1
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,5,0,1,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,9,0,3,0
2019,Wisconsin,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,5,0
2017,Missouri,Human Trafficking,Commercial Sex Acts,3,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,7,0,6,0
2020,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Georgia,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Maryland,Human Trafficking,Commercial Sex Acts,3,0,1,0
2020,Maryland,Human Trafficking,Commercial Sex Acts,2,0,1,0
2020,Georgia,Human Trafficking,Involuntary Servitude,2,0,0,0
2020,Georgia,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Maryland,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,3,0,0,0
2017,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,2,0,1,0
2019,Colorado,Human Trafficking,Commercial Sex Acts,4,0,2,0
2019,Colorado,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Colorado,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Colorado,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Kentucky,Human Trafficking,Involuntary Servitude,8,0,0,0
2017,Kentucky,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,2,0,1,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2013,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Maryland,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Washington,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Washington,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Washington,Human Trafficking,Commercial Sex Acts,2,0,2,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Michigan,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Alaska,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Illinois,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Missouri,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Wyoming,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Alaska,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Arizona,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Arizona,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Colorado,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Illinois,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Montana,Human Trafficking,Involuntary Servitude,1,0,1,0
2014,Oklahoma,Human Trafficking,Commercial Sex Acts,3,0,2,0
2014,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,4,0,1,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Arkansas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Arkansas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Colorado,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Maryland,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,1,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,2,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,2,0
2014,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Texas,Human Trafficking,Involuntary Servitude,5,3,2,0
2015,Hawaii,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Arkansas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Colorado,Human Trafficking,Commercial Sex Acts,4,0,0,0
2015,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,3,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Nevada,Human Trafficking,Commercial Sex Acts,12,0,2,0
2015,Nevada,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Nevada,Human Trafficking,Commercial Sex Acts,18,0,4,0
2014,Washington,Human Trafficking,Commercial Sex Acts,2,0,2,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Tennessee,Human Trafficking,Commercial Sex Acts,3,0,0,0
2014,Alaska,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Arkansas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Colorado,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Illinois,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Illinois,Human Trafficking,Commercial Sex Acts,3,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,1,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Nevada,Human Trafficking,Commercial Sex Acts,6,0,2,0
2015,Washington,Human Trafficking,Commercial Sex Acts,2,0,0,0
2015,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Tennessee,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Oklahoma,Human Trafficking,Commercial Sex Acts,2,0,0,0
2015,Tennessee,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Tennessee,Human Trafficking,Commercial Sex Acts,8,0,7,0
2014,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Illinois,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Texas,Human Trafficking,Commercial Sex Acts,2,0,2,1
2014,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Minnesota,Human Trafficking,Involuntary Servitude,1,0,1,0
2014,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Colorado,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Kentucky,Human Trafficking,Commercial Sex Acts,2,0,2,0
2020,Nevada,Human Trafficking,Commercial Sex Acts,12,0,5,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,3,0,3,0
2015,Texas,Human Trafficking,Involuntary Servitude,16,0,16,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Nevada,Human Trafficking,Commercial Sex Acts,2,0,1,0
2015,Nevada,Human Trafficking,Commercial Sex Acts,2,0,0,0
2015,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Colorado,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Illinois,Human Trafficking,Commercial Sex Acts,4,0,0,0
2015,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,South Carolina,Human Trafficking,Commercial Sex Acts,2,0,0,0
2015,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Tennessee,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Oklahoma,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Oklahoma,Human Trafficking,Commercial Sex Acts,3,0,1,1
2015,South Carolina,Human Trafficking,Commercial Sex Acts,2,0,0,0
2015,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Colorado,Human Trafficking,Commercial Sex Acts,2,0,0,0
2015,Illinois,Human Trafficking,Commercial Sex Acts,2,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,7,0,6,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,7,0,7,0
2015,South Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,South Carolina,Human Trafficking,Involuntary Servitude,3,0,0,0
2015,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Tennessee,Human Trafficking,Commercial Sex Acts,2,0,0,0
2015,Illinois,Human Trafficking,Commercial Sex Acts,2,0,0,0
2015,Maryland,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Michigan,Human Trafficking,Commercial Sex Acts,3,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Nevada,Human Trafficking,Commercial Sex Acts,24,0,4,1
2015,Nevada,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Ohio,Human Trafficking,Involuntary Servitude,1,0,1,1
2015,Ohio,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Maryland,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Nevada,Human Trafficking,Commercial Sex Acts,2,0,2,0
2015,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Tennessee,Human Trafficking,Involuntary Servitude,1,0,1,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,South Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2015,Texas,Human Trafficking,Involuntary Servitude,3,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Tennessee,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2015,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Texas,Human Trafficking,Involuntary Servitude,2,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Texas,Human Trafficking,Commercial Sex Acts,2,2,0,0
2015,Texas,Human Trafficking,Involuntary Servitude,9,0,2,0
2015,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Colorado,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,2,0,2,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Texas,Human Trafficking,Involuntary Servitude,6,1,2,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2015,Illinois,Human Trafficking,Commercial Sex Acts,3,0,0,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Vermont,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Vermont,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Connecticut,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Washington,Human Trafficking,Commercial Sex Acts,7,0,5,0
2019,Virginia,Human Trafficking,Commercial Sex Acts,2,0,2,0
2019,Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Washington,Human Trafficking,Commercial Sex Acts,7,0,7,0
2019,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Oregon,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Colorado,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Nevada,Human Trafficking,Commercial Sex Acts,11,0,3,0
2019,Illinois,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Nevada,Human Trafficking,Commercial Sex Acts,13,0,3,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,15,0,5,0
2018,Washington,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,2,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,2,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,New Jersey,Human Trafficking,Involuntary Servitude,1,0,1,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,24,0,6,1
2020,Nevada,Human Trafficking,Commercial Sex Acts,10,0,7,0
2019,Nevada,Human Trafficking,Commercial Sex Acts,16,0,8,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,15,0,6,0
